class,f1_score,precision,recall,support
0,0.62,0.49,0.84,1295.0
1,0.41,0.48,0.36,947.0
2,0.4,0.46,0.35,707.0
3,0.39,0.63,0.29,382.0
4,0.16,0.67,0.09,272.0
5,0.0,0.0,0.0,74.0
