class,f1_score,precision,recall,support
0,0.17,0.52,0.1,1316.0
1,0.35,0.26,0.54,979.0
2,0.22,0.31,0.17,767.0
3,0.28,0.33,0.25,326.0
4,0.11,0.08,0.18,226.0
5,0.07,0.05,0.14,63.0
