class,f1_score,precision,recall,support
0,0.67,0.59,0.76,1290.0
1,0.51,0.52,0.51,937.0
2,0.47,0.6,0.39,776.0
3,0.52,0.49,0.55,349.0
4,0.44,0.52,0.38,258.0
5,0.02,0.04,0.01,67.0
