class,f1_score,precision,recall,support
0,0.6,0.56,0.65,1321.0
1,0.44,0.45,0.43,940.0
2,0.41,0.45,0.37,771.0
3,0.44,0.41,0.46,327.0
4,0.37,0.41,0.33,250.0
5,0.22,0.32,0.16,68.0
