class,f1_score,precision,recall,support
0,0.67,0.73,0.61,1348.0
1,0.3,0.61,0.2,927.0
2,0.51,0.44,0.6,749.0
3,0.53,0.58,0.48,343.0
4,0.28,0.18,0.67,240.0
5,0.28,0.8,0.17,70.0
