class,f1_score,precision,recall,support
0,0.6,0.6,0.6,1355.0
1,0.47,0.41,0.54,954.0
2,0.45,0.52,0.39,727.0
3,0.43,0.44,0.42,355.0
4,0.27,0.42,0.19,226.0
5,0.08,0.11,0.07,60.0
