class,f1_score,precision,recall,support
0,0.53,0.53,0.52,1352.0
1,0.22,0.24,0.2,913.0
2,0.36,0.46,0.29,766.0
3,0.31,0.44,0.24,334.0
4,0.2,0.15,0.29,251.0
5,0.06,0.03,0.23,61.0
