class,f1_score,precision,recall,support
0,0.74,0.76,0.72,1312.0
1,0.55,0.46,0.67,930.0
2,0.51,0.5,0.53,770.0
3,0.49,0.58,0.43,363.0
4,0.06,0.78,0.03,241.0
5,0.06,1.0,0.03,61.0
