class,f1_score,precision,recall,support
0,0.57,0.6,0.55,1321.0
1,0.1,0.54,0.06,933.0
2,0.41,0.44,0.38,781.0
3,0.3,0.21,0.56,318.0
4,0.22,0.16,0.38,260.0
5,0.03,0.02,0.06,64.0
