class,f1_score,precision,recall,support
0,0.53,0.39,0.83,1311.0
1,0.19,0.35,0.13,951.0
2,0.05,0.54,0.03,749.0
3,0.16,0.24,0.11,340.0
4,0.15,0.14,0.16,260.0
5,0.02,0.03,0.02,66.0
