class,f1_score,precision,recall,support
0,0.66,0.59,0.75,1292.0
1,0.51,0.53,0.5,977.0
2,0.48,0.59,0.4,752.0
3,0.49,0.47,0.51,355.0
4,0.42,0.46,0.4,230.0
5,0.16,0.28,0.11,71.0
