class,f1_score,precision,recall,support
0,0.66,0.53,0.87,1355.0
1,0.41,0.52,0.34,936.0
2,0.43,0.58,0.35,760.0
3,0.55,0.58,0.52,335.0
4,0.35,0.72,0.24,238.0
5,0.0,0.0,0.0,53.0
