class,f1_score,precision,recall,support
0,0.33,0.34,0.31,1302.0
1,0.0,0.0,0.0,979.0
2,0.0,0.0,0.0,749.0
3,0.0,0.0,0.0,314.0
4,0.14,0.08,0.71,265.0
5,0.0,0.0,0.0,68.0
