class,f1_score,precision,recall,support
0,0.63,0.5,0.87,1343.0
1,0.44,0.49,0.39,911.0
2,0.4,0.55,0.32,763.0
3,0.33,0.57,0.23,318.0
4,0.1,0.88,0.05,269.0
5,0.0,0.0,0.0,73.0
