class,f1_score,precision,recall,support
0,0.66,0.57,0.78,1336.0
1,0.46,0.47,0.45,896.0
2,0.43,0.64,0.32,781.0
3,0.53,0.52,0.54,354.0
4,0.4,0.42,0.39,240.0
5,0.18,0.44,0.11,70.0
