class,f1_score,precision,recall,support
0,0.62,0.48,0.87,1344.0
1,0.25,0.58,0.16,946.0
2,0.41,0.46,0.37,723.0
3,0.38,0.52,0.3,352.0
4,0.3,0.34,0.27,250.0
5,0.0,0.0,0.0,62.0
