class,f1_score,precision,recall,support
0,0.65,0.62,0.67,1333.0
1,0.48,0.43,0.54,921.0
2,0.45,0.49,0.42,771.0
3,0.51,0.53,0.5,332.0
4,0.29,0.51,0.2,254.0
5,0.08,0.33,0.05,66.0
