class,f1_score,precision,recall,support
0,0.54,0.66,0.46,1348.0
1,0.41,0.4,0.41,894.0
2,0.44,0.42,0.46,758.0
3,0.32,0.32,0.31,378.0
4,0.17,0.13,0.26,236.0
5,0.07,0.05,0.13,63.0
