class,f1_score,precision,recall,support
0,0.36,0.37,0.36,1272.0
1,0.35,0.43,0.29,968.0
2,0.32,0.42,0.26,790.0
3,0.0,0.0,0.0,343.0
4,0.13,0.08,0.38,251.0
5,0.11,0.08,0.15,53.0
