class,f1_score,precision,recall,support
0,0.59,0.51,0.7,1318.0
1,0.38,0.41,0.35,937.0
2,0.4,0.46,0.36,780.0
3,0.4,0.43,0.37,340.0
4,0.28,0.38,0.22,235.0
5,0.07,0.12,0.04,67.0
