class,f1_score,precision,recall,support
0,0.34,0.51,0.25,1336.0
1,0.0,0.0,0.0,896.0
2,0.18,0.43,0.12,781.0
3,0.22,0.14,0.52,354.0
4,0.19,0.12,0.52,240.0
5,0.07,0.04,0.23,70.0
