class,f1_score,precision,recall,support
0,0.63,0.63,0.64,1380.0
1,0.49,0.37,0.74,932.0
2,0.36,0.63,0.25,738.0
3,0.3,0.78,0.19,329.0
4,0.21,0.68,0.13,238.0
5,0.12,0.8,0.07,60.0
