class,f1_score,precision,recall,support
0,0.56,0.62,0.51,1331.0
1,0.46,0.4,0.55,934.0
2,0.43,0.52,0.37,757.0
3,0.41,0.35,0.5,347.0
4,0.3,0.36,0.27,244.0
5,0.11,0.12,0.11,64.0
