class,f1_score,precision,recall,support
0,0.55,0.38,0.99,1361.0
1,0.03,0.63,0.01,927.0
2,0.22,0.73,0.13,740.0
3,0.03,1.0,0.02,341.0
4,0.0,0.0,0.0,235.0
5,0.03,0.5,0.01,73.0
