class,f1_score,precision,recall,support
0,0.39,0.72,0.27,1331.0
1,0.25,0.47,0.17,934.0
2,0.27,0.46,0.19,757.0
3,0.28,0.21,0.45,347.0
4,0.17,0.11,0.38,244.0
5,0.08,0.04,0.59,64.0
