class,f1_score,precision,recall,support
0,0.59,0.64,0.54,1370.0
1,0.48,0.4,0.59,918.0
2,0.42,0.51,0.36,748.0
3,0.46,0.41,0.51,327.0
4,0.34,0.41,0.29,256.0
5,0.05,0.05,0.05,58.0
