class,f1_score,precision,recall,support
0,0.65,0.69,0.61,1298.0
1,0.54,0.44,0.7,969.0
2,0.37,0.56,0.27,756.0
3,0.46,0.44,0.49,330.0
4,0.44,0.46,0.42,257.0
5,0.11,0.25,0.07,67.0
