class,f1_score,precision,recall,support
0,0.66,0.65,0.68,1272.0
1,0.4,0.39,0.42,968.0
2,0.43,0.41,0.44,790.0
3,0.37,0.41,0.34,343.0
4,0.14,0.24,0.1,251.0
5,0.08,0.07,0.09,53.0
