class,f1_score,precision,recall,support
0,0.34,0.56,0.24,1323.0
1,0.0,0.0,0.0,925.0
2,0.13,0.47,0.07,763.0
3,0.22,0.15,0.39,344.0
4,0.2,0.12,0.63,253.0
5,0.07,0.04,0.43,69.0
