class,f1_score,precision,recall,support
0,0.63,0.5,0.83,1327.0
1,0.44,0.48,0.41,937.0
2,0.4,0.51,0.33,774.0
3,0.37,0.59,0.27,325.0
4,0.14,0.71,0.08,252.0
5,0.0,0.0,0.0,62.0
