class,f1_score,precision,recall,support
0,0.64,0.64,0.64,1315.0
1,0.49,0.48,0.51,961.0
2,0.48,0.47,0.48,745.0
3,0.51,0.47,0.56,372.0
4,0.4,0.53,0.32,226.0
5,0.15,0.62,0.09,58.0
