class,f1_score,precision,recall,support
0,0.5,0.55,0.46,1350.0
1,0.17,0.31,0.12,940.0
2,0.35,0.39,0.32,754.0
3,0.25,0.17,0.47,320.0
4,0.16,0.12,0.25,258.0
5,0.07,0.05,0.16,55.0
