class,f1_score,precision,recall,support
0,0.55,0.38,1.0,1349.0
1,0.02,1.0,0.01,957.0
2,0.24,0.73,0.14,760.0
3,0.02,1.0,0.01,319.0
4,0.0,0.0,0.0,228.0
5,0.03,0.5,0.02,64.0
