class,f1_score,precision,recall,support
0,0.59,0.61,0.58,1320.0
1,0.48,0.41,0.58,927.0
2,0.44,0.55,0.37,781.0
3,0.45,0.44,0.47,349.0
4,0.35,0.46,0.28,238.0
5,0.11,0.13,0.1,62.0
