class,f1_score,precision,recall,support
0,0.67,0.77,0.59,1355.0
1,0.52,0.38,0.86,913.0
2,0.35,0.76,0.23,761.0
3,0.49,0.65,0.39,360.0
4,0.36,0.76,0.24,228.0
5,0.24,1.0,0.13,60.0
