class,f1_score,precision,recall,support
0,0.4,0.67,0.29,1282.0
1,0.32,0.39,0.27,1003.0
2,0.32,0.38,0.28,723.0
3,0.29,0.25,0.37,345.0
4,0.18,0.11,0.48,253.0
5,0.07,0.05,0.2,71.0
