class,f1_score,precision,recall,support
0,0.61,0.48,0.83,1306.0
1,0.4,0.45,0.36,949.0
2,0.39,0.5,0.31,775.0
3,0.37,0.61,0.26,341.0
4,0.13,0.95,0.07,248.0
5,0.0,0.0,0.0,58.0
