class,f1_score,precision,recall,support
0,0.64,0.54,0.78,1300.0
1,0.47,0.43,0.52,916.0
2,0.39,0.57,0.29,785.0
3,0.49,0.66,0.39,359.0
4,0.34,0.7,0.22,253.0
5,0.03,0.12,0.02,64.0
