class,f1_score,precision,recall,support
0,0.56,0.39,1.0,1343.0
1,0.19,0.8,0.11,965.0
2,0.08,1.0,0.04,743.0
3,0.28,0.67,0.18,330.0
4,0.15,0.77,0.08,237.0
5,0.1,1.0,0.05,59.0
