class,f1_score,precision,recall,support
0,0.58,0.41,0.99,1306.0
1,0.06,0.91,0.03,935.0
2,0.34,0.65,0.23,751.0
3,0.31,0.89,0.19,371.0
4,0.34,0.64,0.23,250.0
5,0.17,1.0,0.09,64.0
