class,f1_score,precision,recall,support
0,0.43,0.75,0.3,1304.0
1,0.01,0.39,0.01,976.0
2,0.36,0.31,0.45,745.0
3,0.25,0.16,0.61,343.0
4,0.22,0.17,0.33,251.0
5,0.1,0.06,0.24,58.0
