class,f1_score,precision,recall,support
0,0.62,0.84,0.49,1362.0
1,0.45,0.34,0.64,923.0
2,0.39,0.38,0.4,742.0
3,0.33,0.47,0.25,338.0
4,0.17,0.31,0.12,260.0
5,0.09,0.07,0.13,52.0
