class,f1_score,precision,recall,support
0,0.6,0.6,0.6,1332.0
1,0.49,0.44,0.55,977.0
2,0.42,0.5,0.36,751.0
3,0.47,0.44,0.52,334.0
4,0.35,0.48,0.28,228.0
5,0.08,0.09,0.07,55.0
