class,f1_score,precision,recall,support
0,0.64,0.49,0.93,1352.0
1,0.41,0.53,0.33,939.0
2,0.4,0.59,0.31,738.0
3,0.35,0.71,0.23,344.0
4,0.12,0.7,0.07,245.0
5,0.0,0.0,0.0,59.0
