class,f1_score,precision,recall,support
0,0.68,0.57,0.86,1332.0
1,0.51,0.53,0.5,955.0
2,0.49,0.55,0.44,752.0
3,0.42,0.71,0.3,349.0
4,0.08,0.71,0.04,232.0
5,0.0,0.0,0.0,57.0
