class,f1_score,precision,recall,support
0,0.16,0.65,0.09,1380.0
1,0.01,0.75,0.0,907.0
2,0.01,0.38,0.0,734.0
3,0.12,0.13,0.11,332.0
4,0.16,0.09,0.44,276.0
5,0.04,0.02,0.79,48.0
