class,f1_score,precision,recall,support
0,0.36,0.73,0.23,1332.0
1,0.28,0.48,0.2,977.0
2,0.26,0.43,0.19,751.0
3,0.35,0.29,0.44,334.0
4,0.19,0.12,0.46,228.0
5,0.05,0.03,0.55,55.0
