class,f1_score,precision,recall,support
0,0.68,0.66,0.71,1349.0
1,0.53,0.49,0.57,940.0
2,0.46,0.56,0.39,738.0
3,0.5,0.44,0.58,337.0
4,0.4,0.54,0.32,238.0
5,0.1,0.17,0.07,75.0
