class,f1_score,precision,recall,support
0,0.55,0.61,0.49,1292.0
1,0.02,0.61,0.01,959.0
2,0.43,0.41,0.44,757.0
3,0.3,0.2,0.62,370.0
4,0.2,0.16,0.29,233.0
5,0.05,0.03,0.11,66.0
