class,f1_score,precision,recall,support
0,0.54,0.8,0.4,1360.0
1,0.51,0.36,0.83,956.0
2,0.34,0.63,0.23,748.0
3,0.45,0.57,0.38,334.0
4,0.32,0.29,0.36,228.0
5,0.15,0.22,0.12,51.0
