class,f1_score,precision,recall,support
0,0.7,0.66,0.74,1361.0
1,0.23,0.74,0.14,927.0
2,0.49,0.35,0.79,740.0
3,0.51,0.62,0.43,341.0
4,0.29,0.6,0.2,235.0
5,0.03,1.0,0.01,73.0
