class,f1_score,precision,recall,support
0,0.55,0.38,0.99,1307.0
1,0.02,0.69,0.01,942.0
2,0.31,0.67,0.2,770.0
3,0.06,0.83,0.03,331.0
4,0.0,0.0,0.0,263.0
5,0.0,0.0,0.0,64.0
