class,f1_score,precision,recall,support
0,0.15,0.6,0.09,1334.0
1,0.0,0.33,0.0,923.0
2,0.01,0.67,0.01,759.0
3,0.08,0.07,0.11,331.0
4,0.16,0.09,0.61,266.0
5,0.06,0.03,0.61,64.0
