class,f1_score,precision,recall,support
0,0.58,0.61,0.56,1292.0
1,0.4,0.4,0.39,977.0
2,0.29,0.32,0.27,752.0
3,0.27,0.42,0.2,355.0
4,0.16,0.11,0.29,230.0
5,0.09,0.07,0.14,71.0
