class,f1_score,precision,recall,support
0,0.61,0.55,0.69,1303.0
1,0.39,0.44,0.36,940.0
2,0.41,0.43,0.39,754.0
3,0.4,0.41,0.4,362.0
4,0.33,0.36,0.3,246.0
5,0.14,0.23,0.1,72.0
