class,f1_score,precision,recall,support
0,0.61,0.65,0.58,1326.0
1,0.48,0.45,0.52,966.0
2,0.44,0.47,0.41,751.0
3,0.5,0.44,0.58,336.0
4,0.44,0.45,0.43,242.0
5,0.25,0.35,0.2,56.0
