class,f1_score,precision,recall,support
0,0.67,0.54,0.87,1340.0
1,0.47,0.48,0.46,936.0
2,0.28,0.71,0.17,737.0
3,0.48,0.48,0.47,351.0
4,0.31,0.81,0.19,254.0
5,0.17,0.32,0.12,59.0
