class,f1_score,precision,recall,support
0,0.57,0.65,0.5,1295.0
1,0.49,0.41,0.62,947.0
2,0.42,0.48,0.37,707.0
3,0.47,0.45,0.5,382.0
4,0.36,0.41,0.31,272.0
5,0.11,0.1,0.12,74.0
