class,f1_score,precision,recall,support
0,0.55,0.52,0.58,1333.0
1,0.0,0.0,0.0,948.0
2,0.2,0.22,0.17,747.0
3,0.0,0.0,0.0,336.0
4,0.16,0.09,0.6,243.0
5,0.0,0.0,0.0,70.0
