class,f1_score,precision,recall,support
0,0.73,0.75,0.7,1309.0
1,0.51,0.44,0.6,956.0
2,0.44,0.46,0.42,773.0
3,0.41,0.47,0.36,340.0
4,0.26,0.34,0.21,234.0
5,0.16,0.17,0.15,65.0
