class,f1_score,precision,recall,support
0,0.7,0.76,0.65,1349.0
1,0.47,0.42,0.52,957.0
2,0.43,0.41,0.46,760.0
3,0.46,0.47,0.45,319.0
4,0.18,0.29,0.13,228.0
5,0.13,0.11,0.16,64.0
