class,f1_score,precision,recall,support
0,0.59,0.57,0.62,1336.0
1,0.11,0.26,0.07,911.0
2,0.35,0.41,0.3,774.0
3,0.33,0.29,0.38,353.0
4,0.19,0.12,0.45,243.0
5,0.06,0.67,0.03,60.0
