class,f1_score,precision,recall,support
0,0.57,0.66,0.49,1332.0
1,0.4,0.42,0.38,955.0
2,0.42,0.39,0.46,752.0
3,0.33,0.35,0.32,349.0
4,0.18,0.13,0.28,232.0
5,0.11,0.08,0.18,57.0
