class,f1_score,precision,recall,support
0,0.59,0.51,0.71,1258.0
1,0.37,0.43,0.33,963.0
2,0.41,0.46,0.37,789.0
3,0.47,0.46,0.47,360.0
4,0.31,0.35,0.28,232.0
5,0.07,0.23,0.04,75.0
